title,url,english_title,author,publisher,publication_date,selling_price,original_price,discount_rate,sales_index,review_count,rating,tags,description
"요즘 교사를 위한 체육 수업 에듀테크 활용법 : 요즘 체육 수업, 에듀테크로 설계하고 기록되고 성장으로 남는다!",https://www.yes24.com/product/goods/176901915,"체듀테크(체육+에듀테크), 체육수업설계, 학생성장기록, 시범부담해소, 교실/체육관 대안수업, 체육수업데이터화, 자기주도적 신체활동, AI기반체육수업",임우균,앤써북,2026년 02월,15120,16800,10.0,816,9,10.0,,"요즘 체육 수업, 에듀테크로 설계하고 기록하고 학생 성장으로 남는다!『요즘 교사를 위한 체육 수업 에듀테크 활용법』은 체육 수업 전 과정에 에듀테크를 접목해, ‘보여주기 어려운 체육 수업’을 ‘설계하고 남..."
나는 오렌지3로 인공지능한다,https://www.yes24.com/product/goods/167452848,Orange3로 데이터 분석․인공지능,장병철,씨마스,2025년 12월,20700,23000,10.0,2604,30,9.9,,"학생부터 교사, 실무에 필요한 직장인까지인공지능·데이터 분석 역량 강화를 위한 최고의 Orange3 실전 활용서!클릭 몇 번으로 데이터 전처리부터 시각화, 분석까지 척척 해내는 강력한 데이터 마이닝 도구, Orange3..."
네이버 블로그 AI 자동화 마케팅 with 챗GPT+Zapier+Make,https://www.yes24.com/product/goods/145343581,,조영빈,디지털북스,2025년 04월,18000,20000,10.0,5442,10,9.8,,"매일 블로그에 글을 작성하지 않아도 블로그 최적화를 이룩할 수 있다!""챗GPT, 재피어(Zapier), 메이크(Make)로 구현하는 블로그마케팅 자동화의 모든 것“국내에서 가장 많은 사람들이 사용하는 블로그인 네이버 블..."
"AI로 차트, 그래프, 인포그래픽 한 번에 끝내기",https://www.yes24.com/product/goods/175523653,"보고서ㆍ제안서ㆍ기획서, 단번에 OK 받는 실전 업무 시각화",이현,천그루숲,2026년 01월,16200,18000,10.0,972,5,10.0,#크레마클럽에있어요,★ “차트 · 그래프 · 인포그래픽 작업용 프롬프트 다수 수록” ★아직도 엑셀과 PPT로 그래프를 만드세요? 이제 AI에게 맡기세요!많은 실무자들이 보고서와 제안서를 만들 때 가장 어려워하는 부분은 내용이 아니라...
러닝 랭체인,https://www.yes24.com/product/goods/146327472,"랭체인과 랭그래프로 구현하는 RAG, 에이전트, 인지 아키텍처",메이오 오신,한빛미디어,2025년 05월,25200,28000,10.0,4152,26,9.5,,"랭체인부터 랭그래프, RAG, AI 에이전트 그리고 MCP까지직접 만들며 익히는 생성 AI 애플리케이션 개발의 모든 것MCP 활용법 특별 수록: 개념 이해부터 서버 구축, 실전 활용까지LLM 애플리케이션, 어디서부터 시작..."
된다! 하루 만에 만드는 AI 사진 & 이미지,https://www.yes24.com/product/goods/151780100,"챗GPT부터 미드저니까지 다 통한다! 광고 사진, 카드 뉴스, 섬네일, AI 인물 모델 등 인스타그램, 유튜브, 블로그 어디든 활용 가능!",김원석,이지스퍼블리싱,2025년 08월,16020,17800,10.0,4062,40,10.0,"#AI이미지, #AI사진","인스타그램, 유튜브에 쓸 이미지, 아직도 찾는다면? 광고, 카드뉴스, AI 모델까지! 이제 5분이면 직접 만들 수 있다! AI가 내 말을 못 알아듣는 진짜 이유는 '요청 방식'이다. 『된다! 하루 만에 만드는 AI 사진 & ..."
AI 프로덕트 기획과 운영,https://www.yes24.com/product/goods/154918142,,마릴리 니카,한빛미디어,2025년 09월,19800,22000,10.0,2130,8,9.8,"#UX, #생성형AI","AI가 불러온 변화의 시대,새로운 시대를 항해하는 PM을 위한 안내서AI는 불과 10년 전에는 상상하지 못한 방식으로 문제를 해결하고 솔루션을 확장할 힘을 제공하며, 디지털 환경과 프로덕트 개발 방식을 급격히 변..."
AI를 위한 필수 수학,https://www.yes24.com/product/goods/130156635,"AI 시스템에 쓰이는 통계학, 선형 대수학, 미적분학",할라 넬슨,한빛미디어,2024년 08월,40500,45000,10.0,2880,12,9.5,,"AI의 시작은 수학이다!정리/증명/코딩은 빼고, 적용 사례에 집중한 수학 가이드이 책은 복잡한 공식과 방대한 양에 압도되어 수학 공부를 포기하는 사람들을 위해 만들어졌다. AI 시스템 구축에 필수적인 통계학, 선..."
생성형 AI를 위한 프롬프트 엔지니어링,https://www.yes24.com/product/goods/147735087,"랭체인, 스테이블 디퓨전, 미드저니, 챗GPT를 다루는 가장 실용적인 방법",제임스 피닉스,한빛미디어,2025년 06월,34200,38000,10.0,5439,9,10.0,,"AI의 잠재력을 극대화하는 핵심 기술프롬프트 엔지니어링 완전 정복! 생성형 AI는 우리가 정보를 생성하고 활용하는 방식을 혁신적으로 변화시키고 있다. 『생성형 AI를 위한 프롬프트 엔지니어링』은 챗GPT, 스테이..."
현직교사가 만든 가장 쉬운 미리캔버스 수업 활용! MiriCanvas(미리캔버스)로 무엇이든 만들 수 있다,https://www.yes24.com/product/goods/170378306,교사를 위한 미리캔버스 수업 활용,김동은,광문각출판미디어,2025년 12월,21000,21000,,1428,27,9.8,,"『MiriCanvas(미리캔버스)로무엇이든만들 수 있다』는 다섯 명의 집필진이 각자의 교실에서 미리캔버스를 활용하며 축적한 경험과 노하우를 집대성한 결과물입니다. 역사, 국어, 영어 등 다양한 교과에서 실제로 수..."
요즘 교사를 위한 AI 디지털 수업 설계 가이드 with 2022 개정 교육과정,https://www.yes24.com/product/goods/151350143,깊이 있는 학습을 위한 디지털 기반 아날로그 수업,김진관,한빛미디어,2025년 08월,19800,22000,10.0,9156,33,9.9,,"기술 나열은 그만, 교육 철학과 AI가 만나는 진짜 수업 설계 가이드생성형 AI를 활용한 교과 세특 작성, 맞춤형 도구 개발 등 실제 적용 노하우 수록자체 개발 수업 설계 템플릿, 학습 지원 도구, 평가 도구 플랫폼 ..."
알아서 잘하는 에이전틱 AI 시스템 구축하기,https://www.yes24.com/product/goods/151381888,"추론, 계획, 적응 가능한 지능형 자율 에이전트 설계 가이드",안자나바 비스와스,제이펍,2025년 09월,25200,28000,10.0,3048,3,10.0,,"복잡한 AI 시스템을 조율하는 조정자 · 작업자 · 위임자 모델로 에이전트 구축하기 이 책은 생성형 AI를 활용해 계획·추론·행동하는 자율 AI 에이전트를 설계하고 배포하는 방법을 다룬다. 예시 프로젝트로 CrewAI, ..."
모방하는 기계들의 시대,https://www.yes24.com/product/goods/172734590,거의 모든 인공지능의 역사,김태훈,좋은습관연구소,2026년 01월,18000,20000,10.0,660,0,,#크레마클럽에있어요,"머신러닝, 딥러닝, 신경망, 생성형 모델, 멀티모달 학습, 온디바이스 AI, 분산형 환경 등 AI의 원리와 구조까지. 이 책은 1950년 앨런 튜링의 질문에서 시작해, 수차례의 실패와 ‘AI의 겨울’을 거쳐 딥러닝과 생성..."
린 분석,https://www.yes24.com/product/goods/11775117,성공을 예측하는 31가지 사례와 13가지 패턴,앨리스테어 크롤,한빛미디어,2014년 01월,25200,28000,10.0,1986,10,9.3,"#월간개발자_추천도서, #스타트업, #스타트업필독서","실례를 들어 스타트업을 성공으로 안내하는 핵심 지표를 설명하고 있다. 『린 스타트업: 실리콘밸리를 뒤흔든 IT 창업 가이드』(한빛미디어, 2012)로 사업 진행 체계를 세우고 사업에서 위험도가 가장 높은 것이 무..."
핸즈온 머신러닝,https://www.yes24.com/product/goods/122338517,"사이킷런, 케라스, 텐서플로 2로 완벽 이해하는 머신러닝, 딥러닝 이론 & 실무",오렐리앙 제롱,한빛미디어,2023년 09월,54000,60000,10.0,5583,39,9.7,"#신경망, #딥러닝, #머신러닝, #AI, #인공지능","실무 밀착형 예제부터 스테이블 디퓨전 등 최신 머신러닝 트렌드까지주요 인공 지능 콘퍼런스에서 전문가들이 소개한 최고의 실전 지침서** 독자의 편의를 고려한 분권(1권, 2권)** 최신 라이브러리 버전으로 전체 ..."
AI 영상×미드저니·런웨이·소라·클링·하이루오,https://www.yes24.com/product/goods/151152657,귀찮고 복잡한 일은 AI에게 맡기고 나는 상상에 집중한다,안재홍,길벗,2025년 08월,23400,26000,10.0,4266,16,9.6,"#생성형AI, #AI영상작업","영상 이론부터 기획, 제작, 실무 노하우를 한 권으로 끝낸다!상상 속 장면을 현실로 만드는 영상 생성 AI 활용법생성형 AI 기술의 발전으로 영상 제작의 진입장벽은 낮아졌지만, 여전히 ‘어디서부터 시작해야 할지..."
